,Category,Group,Pathway,Description
14352,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G32500 KT5; K+ transporter 5	K21867 AKT; potassium channel
14353,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G26650 KT1; K+ transporter 1	K21867 AKT; potassium channel
14354,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G37500 GORK; gated outwardly-rectifying K+ channel	K21867 AKT; potassium channel
14355,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G22200 KT2/3; potassium transport 2/3	K21867 AKT; potassium channel
14356,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G46240 KAT1; 1	K21867 AKT; potassium channel
14357,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G25600 SPIK; Shaker pollen inward K+ channel	K21867 AKT; potassium channel
14358,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G32650 KAT3; potassium channel protein	K21867 AKT; potassium channel
14359,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G02850 SKOR; STELAR K+ outward rectifier	K21867 AKT; potassium channel
14360,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G49960 ion channel protein	K21866 POLLUX; ion channel POLLUX/CASTOR
14361,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT1G64780 AMT1;2; ammonium transporter 1;2	K03320 amt; ammonium transporter, Amt family"
14362,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT2G38290 AMT2; ammonium transporter 2	K03320 amt; ammonium transporter, Amt family"
14363,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G13510 AMT1;1; ammonium transporter 1;1	K03320 amt; ammonium transporter, Amt family"
14364,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT4G28700 AMT1;4; ammonium transporter 1;4	K03320 amt; ammonium transporter, Amt family"
14365,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G24290 AMT1;5; ammonium transporter 1;5	K03320 amt; ammonium transporter, Amt family"
14366,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],"AT3G24300 AMT1;3; ammonium transporter 1;3	K03320 amt; ammonium transporter, Amt family"
14367,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G19550 Glutathione S-transferase family protein	K21888 DHAR; glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]
14368,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G19570 DHAR1; dehydroascorbate reductase	K21888 DHAR; glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]
14369,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G75270 DHAR2; dehydroascorbate reductase 2	K21888 DHAR; glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]
14370,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G16710 DHAR3; dehydroascorbate reductase 1	K21888 DHAR; glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]
14371,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G65820 microsomal glutathione s-transferase	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14372,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G30860 GSTF9; glutathione S-transferase PHI 9	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14373,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G03190 GSTF11; glutathione S-transferase F11	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14374,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29440 GSTU6; glutathione S-transferase tau 6	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14375,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29490 GSTU1; glutathione S-transferase TAU 1	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14376,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29460 GSTU4; glutathione S-transferase tau 4	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14377,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29480 GSTU2; glutathione S-transferase tau 2	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14378,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G47730 GSTF8; glutathione S-transferase phi 8	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14379,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G43800 GSTU27; glutathione S-transferase tau 27	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14380,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G02930 GSTF3; glutathione S-transferase F3	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14381,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G02940 GSTF5; glutathione S-transferase (class phi) 5	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14382,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G02950 GSTF4; glutathione S-transferase F4	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14383,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G02920 GSTF7; glutathione S-transferase 7	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14384,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G17220 GSTF12; glutathione S-transferase phi 12	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14385,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT4G02520 GSTF2; glutathione S-transferase PHI 2	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14386,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G10370 ERD9; Glutathione S-transferase family protein	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14387,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G10360 GSTU18; glutathione S-transferase TAU 18	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14388,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G02930 GSTF6; glutathione S-transferase 6	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14389,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G62760 ATGSTF13; Glutathione S-transferase family protein	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14390,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G49860 GSTF14; glutathione S-transferase (class phi) 14	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14391,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G59670 GSTU15; glutathione S-transferase TAU 15	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14392,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29420 GSTU7; glutathione S-transferase tau 7	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14393,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29470 GSTU3; glutathione S-transferase tau 3	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14394,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G59700 GSTU16; glutathione S-transferase TAU 16	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14395,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G29450 GSTU5; glutathione S-transferase tau 5	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14396,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT2G30870 GSTF10; glutathione S-transferase PHI 10	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14397,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G09270 GSTU8; glutathione S-transferase TAU 8	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14398,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT3G55040 GSTL2; glutathione transferase lambda 2	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14399,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G02780 GSTL1; glutathione transferase lambda 1	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14400,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G02790 GSTL3; Glutathione S-transferase family protein	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14401,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G41210 GSTT1; glutathione S-transferase THETA 1	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14402,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G17170 GSTU24; glutathione S-transferase TAU 24	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14403,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G17180 GSTU25; glutathione S-transferase TAU 25	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14404,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G17190 GSTU26; glutathione S-transferase tau 26	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14405,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G27130 GSTU13; glutathione S-transferase tau 13	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14406,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G27140 GSTU14; glutathione S-transferase tau 14	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14407,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G53680 GSTU28; glutathione S-transferase TAU 28	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14408,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G69920 GSTU12; glutathione S-transferase TAU 12	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14409,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G69930 GSTU11; glutathione S-transferase TAU 11	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14410,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G74590 GSTU10; glutathione S-transferase TAU 10	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14411,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G78320 GSTU23; glutathione S-transferase TAU 23	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14412,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G78340 GSTU22; glutathione S-transferase TAU 22	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14413,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G78360 GSTU21; glutathione S-transferase TAU 21	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14414,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G78370 GSTU20; glutathione S-transferase TAU 20	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14415,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT1G78380 GSTU19; glutathione S-transferase TAU 19	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14416,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G62480 GSTU9; glutathione S-transferase tau 9	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14417,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G41240 GSTT2; glutathione S-transferase THETA 2	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
14418,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ath02000],AT5G41220 GSTT3; glutathione S-transferase THETA 3	K00799 GST; glutathione S-transferase [EC:2.5.1.18]
